,day,agg_lineitem_unblendedcost,agg_lineitem_usageamount,agg_lineitem_blendedcost,agg_pricing_publicondemandcost,agg_reservation_effectivecost,agg_reservation_amortizedupfrontfeeforbillingperiod,agg_reservation_amortizedupfrontcostforusage,agg_reservation_unusedamortizedupfrontfeeforbillingperiod,agg_reservation_unusednormalizedunitquantity,agg_reservation_recurringfeeforusage,agg_reservation_totalreservednormalizedunits,agg_reservation_unusedquantity,agg_reservation_unusedrecurringfee,agg_savingsplan_unusedamortizedupfrontcommitmentforbillingperiod,agg_savingsplan_totalcommitmenttodate,agg_savingsplan_savingsplaneffectivecost,agg_savingsplan_recurringcommitmentforbillingperiod,agg_savingsplan_amortizedcostforusage,agg_savingsplan_amortizedupfrontcommitmentforbillingperiod,bill_billingentity,bill_payeraccountid,lineitem_lineitemdescription,lineitem_lineitemtype,lineitem_operation,lineitem_usageaccountid,pricing_term,lineitem_usagetype,pricing_unit,pricing_purchaseoption,pricing_offeringclass,product_fromlocation,product_category,product_instancetype,product_instancefamily,product_operatingsystem,product_productfamily,product_productname,product_region,product_tolocation,reservation_endtime,reservation_starttime,reservation_reservationarn,reservation_modificationstatus,reservation_subscriptionid,savingsplan_endtime,savingsplan_starttime,savingsplan_savingsplanarn,savingsplan_region,savingsplan_purchaseterm,savingsplan_purchaseoption,savingsplan_paymentoption,savingsplan_instancetypefamily,reservation_duration,labels
85748,2022-01-02,0.0,0.06220864,0.0021469635,0.0059720294,0.0030482199999999,,0.0,,,0.0030482199999999,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied",DiscountedUsage,RunInstances,4691228227723,Reserved,USE2-BoxUsage:m5.large,Hrs,No Upfront,convertible,,,m5.large,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-east-2,,,,arn:aws:ec2:us-east-2:301213811993:reserved-instances/f044ee2e-151d-45ae-b4c7-089ac73ded4e,,6947215582.0,,,,,,No Upfront,,,,1
85789,2022-01-02,-1.5493080752,20.602501,-1.5493080752,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 070935207364 and UsageSku : GH8WPQ59336X6S8E,SavingsPlanNegation,RunInstances,1270935207364,OnDemand,USW2-BoxUsage:t3a.large,Hrs,,,,,t3a.large,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,,,,2022-12-20T00:23:44.000Z,2019-12-21T00:23:45.000Z,arn:aws:savingsplans::116462199383:savingsplan/0494fc27-1d14-4125-a1af-a1fedc9ff166,Any,3yr,PartialUpfront,Partial Upfront,,,1
85805,2022-01-02,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 003178635874 and UsageSku : NFXH9EUGP7BUPE4A,SavingsPlanNegation,Invoke,1203178635874,OnDemand,APN2-Request,Requests,,,,,,,,Serverless,AWS Lambda,ap-northeast-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
85814,2022-01-02,1.26063e-05,0.756375,1.26063e-05,1.26063e-05,,,,,,,,,,,,1.11187e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - EU (London),SavingsPlanCoveredUsage,Invoke,1256029744723,OnDemand,EUW2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,eu-west-2,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
85823,2022-01-02,-6.000000000000001e-07,3.0,-6.000000000000001e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 243774525153 and UsageSku : CKZQ3D25MV9ET243,SavingsPlanNegation,Invoke,243774525153,OnDemand,EUC1-Request,Request,,,,,,,,Serverless,AWS Lambda,eu-central-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
85826,2022-01-02,1.59334e-05,0.956,1.59334e-05,1.59334e-05,,,,,,,,,,,,1.40532e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - EU (London),SavingsPlanCoveredUsage,Invoke,274724429719,OnDemand,EUW2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,eu-west-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
85827,2022-01-02,1.48646e-05,0.8918749999999999,1.48646e-05,1.48646e-05,,,,,,,,,,,,1.31106e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - US East (Ohio),SavingsPlanCoveredUsage,Invoke,8123924668790,OnDemand,USE2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,us-east-2,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
85834,2022-01-02,2880.0,24.0,2880.0,0.0,,,,,,,,,,0.0,2880.0,,2880.0,,0.0,AWS,116462199383,3 year No Upfront Compute Savings Plan,SavingsPlanRecurringFee,,116462199383,Reserved,ComputeSP:3yrNoUpfront,Hrs,No Upfront,standard,,,,,,ComputeSavingsPlans,Savings Plans for AWS Compute usage,global,,,,,,,2024-10-29T06:54:45.000Z,2021-10-30T06:54:46.000Z,arn:aws:savingsplans::116462199383:savingsplan/43c7c19a-e792-4b16-b0cf-f9b0ee278856,Any,3yr,Unknown,No Upfront,,,1
85842,2022-01-02,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - Asia Pacific (Singapore),SavingsPlanCoveredUsage,Invoke,846524981666,OnDemand,APS1-Request,Requests,,,,,,,,Serverless,AWS Lambda,ap-southeast-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
85856,2022-01-02,-1.06688e-05,0.64012672,-1.06688e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 258172994915 and UsageSku : RP9RSZYUC96SQ4G2,SavingsPlanNegation,Invoke,258172994915,OnDemand,EUW2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,eu-west-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
85892,2022-01-02,0.4799999999999999,2.0,0.3085714285999999,0.4799999999999999,,,,,,,,,,,,0.2782,,0.0,,AWS,116462199383,$0.24 per On Demand Linux m4.xlarge Instance Hour,SavingsPlanCoveredUsage,RunInstances,9123313351224,OnDemand,EUC1-BoxUsage:m4.xlarge,Hrs,,,,,m4.xlarge,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,eu-central-1,,,,,,,2024-10-26T18:51:58.000Z,2021-10-27T18:51:59.000Z,arn:aws:savingsplans::116462199383:savingsplan/15a31d0c-3f12-489d-a61e-ab3f58649158,Any,3yr,NoUpfront,No Upfront,,,1
85902,2022-01-02,1.06188e-05,0.637125,1.06188e-05,1.06188e-05,,,,,,,,,,,,9.556900000000002e-06,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - US West (Northern California),SavingsPlanCoveredUsage,Invoke,9227212126842,OnDemand,USW1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,us-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
85906,2022-01-02,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 845825581897 and UsageSku : YY4C5XTAZNQPB6J6,SavingsPlanNegation,Invoke,845825581897,OnDemand,USW1-Request,Request,,,,,,,,Serverless,AWS Lambda,us-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
85917,2022-01-02,1.76813e-05,1.060875,1.76813e-05,1.76813e-05,,,,,,,,,,,,1.55949e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - US East (Northern Virginia),SavingsPlanCoveredUsage,Invoke,1481612396288,OnDemand,Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,us-east-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
85931,2022-01-02,1.02021e-05,0.612125,1.02021e-05,1.02021e-05,,,,,,,,,,,,8.998199999999998e-06,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - EU (London),SavingsPlanCoveredUsage,Invoke,421643579478,OnDemand,EUW2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,eu-west-2,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
85943,2022-01-02,0.0,0.375,0.0,0.0173999999999999,0.0086999999999999,,0.0,,,0.0086999999999999,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), t2.micro reserved instance applied",DiscountedUsage,RunInstances,6112445121889,Reserved,USW2-BoxUsage:t2.medium,Hrs,No Upfront,convertible,,,t2.medium,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,arn:aws:ec2:us-west-2:714210581065:reserved-instances/477859e0-975a-4ad4-a31a-4b206fc49ec3,,2788668885.0,,,,,,No Upfront,,,,1
85968,2022-01-02,-1.04209e-05,0.62525275,-1.04209e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 563230438473 and UsageSku : HQWXQQHHTTTVSUH2,SavingsPlanNegation,Invoke,5632312438473,OnDemand,APN3-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-northeast-3,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86021,2022-01-02,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 132640859368 and UsageSku : B5V2RNHAWGVJBZD3,SavingsPlanNegation,Invoke,1326412859368,OnDemand,EU-Request,Requests,,,,,,,,Serverless,AWS Lambda,eu-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86027,2022-01-02,2.0000000000000002e-07,1.0,1.999e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - Asia Pacific (Tokyo),SavingsPlanCoveredUsage,Invoke,4666128781792,OnDemand,APN1-Request,Requests,,,,,,,,Serverless,AWS Lambda,ap-northeast-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86031,2022-01-02,1.80042e-05,1.08025,1.80042e-05,1.80042e-05,,,,,,,,,,,,1.58797e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - US East (Northern Virginia),SavingsPlanCoveredUsage,Invoke,9612427068412,OnDemand,Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,us-east-1,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
86033,2022-01-02,-1.06084e-05,0.63650273,-1.06084e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 282618469892 and UsageSku : SGGKTWDV7PGMPPSJ,SavingsPlanNegation,Invoke,282618469892,OnDemand,EU-Lambda-GB-Second,Second,,,,,,,,Serverless,AWS Lambda,eu-west-1,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
86063,2022-01-02,9.6813e-06,0.580875,9.6813e-06,9.6813e-06,,,,,,,,,,,,8.5389e-06,,0.0,,AWS,116462199383,USD 1.66667E-5 per Second for Lambda-GB-Second in EU (Stockholm),SavingsPlanCoveredUsage,Invoke,1297746530531,OnDemand,EUN1-Lambda-GB-Second,Second,,,,,,,,Serverless,AWS Lambda,eu-north-1,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
86066,2022-01-02,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - US West (Northern California),SavingsPlanCoveredUsage,Invoke,7138198911128,OnDemand,USW1-Request,Request,,,,,,,,Serverless,AWS Lambda,us-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86081,2022-01-02,0.0003600797999999,21.60475,0.0003600797999999,0.0003600797999999,,,,,,,,,,,,0.0003240712999999,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - EU (Frankfurt),SavingsPlanCoveredUsage,Invoke,616685586514,OnDemand,EUC1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,eu-central-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86091,2022-01-02,-1.85521e-05,1.11312377,-1.85521e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 005413861299 and UsageSku : AW8K7Q9ZMMBBP9W6,SavingsPlanNegation,Invoke,1205413861299,OnDemand,APN2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-northeast-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86093,2022-01-02,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 331364126628 and UsageSku : XM5KDGVKY9KYJWCG,SavingsPlanNegation,Invoke,331364126628,OnDemand,CAN1-Request,Request,,,,,,,,Serverless,AWS Lambda,ca-central-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86125,2022-01-02,1.53917e-05,0.9235,1.53917e-05,1.53917e-05,,,,,,,,,,,,1.35755e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - Asia Pacific (Mumbai),SavingsPlanCoveredUsage,Invoke,1243928430113,OnDemand,APS3-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-south-1,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
86133,2022-01-02,-2.53459e-05,1.52075096,-2.53459e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 324023532611 and UsageSku : 7N49FRQMXS49C2QS,SavingsPlanNegation,Invoke,3241223532611,OnDemand,EUN1-Lambda-GB-Second,Second,,,,,,,,Serverless,AWS Lambda,eu-north-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86145,2022-01-02,3.36,14.0,3.36,3.36,,,,,,,,,,,,2.1868,,0.0,,AWS,116462199383,$0.24 per On Demand Windows t3.xlarge Instance Hour,SavingsPlanCoveredUsage,RunInstances:0002,467645913344,OnDemand,BoxUsage:t3.xlarge,Hrs,,,,,t3.xlarge,General purpose,Windows,Compute Instance,Amazon Elastic Compute Cloud,us-east-1,,,,,,,2024-11-10T08:03:13.000Z,2021-11-11T08:03:14.000Z,arn:aws:savingsplans::116462199383:savingsplan/704d10de-4d38-4f47-8cca-487b6ef8a077,Any,3yr,NoUpfront,No Upfront,,,1
86147,2022-01-02,0.0001039999999999,520.0,0.0001039999999999,0.0001039999999999,,,,,,,,,,,,0.0001039999999999,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - US West (Oregon),SavingsPlanCoveredUsage,Invoke,4411242422349,OnDemand,USW2-Request,Requests,,,,,,,,Serverless,AWS Lambda,us-west-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86160,2022-01-02,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 941348019142 and UsageSku : ZEA64MMVK5QRB5TC,SavingsPlanNegation,Invoke,9413481219142,OnDemand,USE2-Request,Request,,,,,,,,Serverless,AWS Lambda,us-east-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86161,2022-01-02,9.4979e-06,0.569875,9.4979e-06,9.4979e-06,,,,,,,,,,,,8.3772e-06,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - EU (Ireland),SavingsPlanCoveredUsage,Invoke,7594122253754,OnDemand,EU-Lambda-GB-Second,Second,,,,,,,,Serverless,AWS Lambda,eu-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86177,2022-01-02,6.000000000000001e-07,3.0,6.000000000000001e-07,6.000000000000001e-07,,,,,,,,,,,,6.000000000000001e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - US West (Northern California),SavingsPlanCoveredUsage,Invoke,2679967624112,OnDemand,USW1-Request,Request,,,,,,,,Serverless,AWS Lambda,us-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86179,2022-01-02,-2.01105e-05,1.20662759,-2.01105e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 619671382393 and UsageSku : 4NX7CSSF3DVPXWBT,SavingsPlanNegation,Invoke,619671382393,OnDemand,APS2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-southeast-2,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
86187,2022-01-02,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - EU (Frankfurt),SavingsPlanCoveredUsage,Invoke,217335265858,OnDemand,EUC1-Request,Request,,,,,,,,Serverless,AWS Lambda,eu-central-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86214,2022-01-02,1.30229e-05,0.781375,1.30229e-05,1.30229e-05,,,,,,,,,,,,1.14862e-05,,0.0,,AWS,116462199383,USD 1.66667E-5 per Second for Lambda-GB-Second in EU (Stockholm),SavingsPlanCoveredUsage,Invoke,1456120418061,OnDemand,EUN1-Lambda-GB-Second,Second,,,,,,,,Serverless,AWS Lambda,eu-north-1,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
86230,2022-01-02,-5.49084e-05,3.29449741,-5.49084e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 249511869788 and UsageSku : FSYUV9NMNDEXRJ5H,SavingsPlanNegation,Invoke,249511869788,OnDemand,APN1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,ap-northeast-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86242,2022-01-02,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - Asia Pacific (Singapore),SavingsPlanCoveredUsage,Invoke,5339912849605,OnDemand,APS1-Request,Requests,,,,,,,,Serverless,AWS Lambda,ap-southeast-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86245,2022-01-02,3.99501e-05,2.397,3.99501e-05,3.99501e-05,,,,,,,,,,,,3.5955e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - Asia Pacific (Tokyo),SavingsPlanCoveredUsage,Invoke,9123313351224,OnDemand,APN1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,ap-northeast-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86259,2022-01-02,-1.35438e-05,0.81262637,-1.35438e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 426061712238 and UsageSku : 3BYZH4NKJN8TJUQ6,SavingsPlanNegation,Invoke,4261261712238,OnDemand,USE2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,us-east-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86263,2022-01-02,0.0,4.3125,0.2489706783,0.8004,0.4968,,0.0,,,0.4968,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), t2.nano reserved instance applied",DiscountedUsage,RunInstances,7798717731265,Reserved,USW2-BoxUsage:t2.xlarge,Hrs,No Upfront,standard,,,t2.xlarge,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,arn:aws:ec2:us-west-2:116462199383:reserved-instances/fae214c9-9e1f-4caa-be86-15fbf84952f7,,6543983988.0,,,,,,No Upfront,,,,1
86278,2022-01-02,-1.59084e-05,0.95450209,-1.59084e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 026577166275 and UsageSku : RP9RSZYUC96SQ4G2,SavingsPlanNegation,Invoke,1226577166275,OnDemand,EUW2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,eu-west-2,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
86286,2022-01-02,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,USD 2.0E-7 per Requests for Request in EU (Stockholm),SavingsPlanCoveredUsage,Invoke,3212672288099,OnDemand,EUN1-Request,Requests,,,,,,,,Serverless,AWS Lambda,eu-north-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86288,2022-01-02,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - US West (Northern California),SavingsPlanCoveredUsage,Invoke,3391247787728,OnDemand,USW1-Request,Request,,,,,,,,Serverless,AWS Lambda,us-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
86297,2022-01-02,2.0000000000000002e-07,1.0,1.999e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - Asia Pacific (Tokyo),SavingsPlanCoveredUsage,Invoke,255754517123,OnDemand,APN1-Request,Requests,,,,,,,,Serverless,AWS Lambda,ap-northeast-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
