,day,agg_lineitem_unblendedcost,agg_lineitem_usageamount,agg_lineitem_blendedcost,agg_pricing_publicondemandcost,agg_reservation_effectivecost,agg_reservation_amortizedupfrontfeeforbillingperiod,agg_reservation_amortizedupfrontcostforusage,agg_reservation_unusedamortizedupfrontfeeforbillingperiod,agg_reservation_unusednormalizedunitquantity,agg_reservation_recurringfeeforusage,agg_reservation_totalreservednormalizedunits,agg_reservation_unusedquantity,agg_reservation_unusedrecurringfee,agg_savingsplan_unusedamortizedupfrontcommitmentforbillingperiod,agg_savingsplan_totalcommitmenttodate,agg_savingsplan_savingsplaneffectivecost,agg_savingsplan_recurringcommitmentforbillingperiod,agg_savingsplan_amortizedcostforusage,agg_savingsplan_amortizedupfrontcommitmentforbillingperiod,bill_billingentity,bill_payeraccountid,lineitem_lineitemdescription,lineitem_lineitemtype,lineitem_operation,lineitem_usageaccountid,pricing_term,lineitem_usagetype,pricing_unit,pricing_purchaseoption,pricing_offeringclass,product_fromlocation,product_category,product_instancetype,product_instancefamily,product_operatingsystem,product_productfamily,product_productname,product_region,product_tolocation,reservation_endtime,reservation_starttime,reservation_reservationarn,reservation_modificationstatus,reservation_subscriptionid,savingsplan_endtime,savingsplan_starttime,savingsplan_savingsplanarn,savingsplan_region,savingsplan_purchaseterm,savingsplan_purchaseoption,savingsplan_paymentoption,savingsplan_instancetypefamily,reservation_duration,labels
20544,2022-01-01,0.0,0.75,0.0,2.3039999999999994,1.176,,0.0,,,1.176,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied",DiscountedUsage,RunInstances,3121213811993,Reserved,USW2-BoxUsage:m5.16xlarge,Hrs,No Upfront,convertible,,,m5.16xlarge,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,arn:aws:ec2:us-west-2:301213811993:reserved-instances/7e59b521-825c-497c-a05e-9576e368040c,,6630232083.0,,,,,,No Upfront,,,,1
20565,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 500027232316 and UsageSku : B5V2RNHAWGVJBZD3,SavingsPlanNegation,Invoke,5120027232316,OnDemand,EU-Request,Requests,,,,,,,,Serverless,AWS Lambda,eu-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
20571,2022-01-01,1.2047e-05,0.6172499999999999,1.2047e-05,1.2047e-05,,,,,,,,,,,,1.08636e-05,,0.0,,AWS,116462199383,USD1.95172E-05 per seconds for Lambda-GB-Second in EU (Milan),SavingsPlanCoveredUsage,Invoke,3696128115689,OnDemand,EUS1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,eu-south-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
20582,2022-01-01,-0.7714246784,8.92852637,-0.7714246784,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 377668981663 and UsageSku : W2TKRCZGWBBYBYMF,SavingsPlanNegation,RunInstances,377668981663,OnDemand,EUC1-BoxUsage:t3a.large,Hrs,,,,,t3a.large,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,eu-central-1,,,,,,,2024-10-29T06:54:45.000Z,2021-10-30T06:54:46.000Z,arn:aws:savingsplans::116462199383:savingsplan/43c7c19a-e792-4b16-b0cf-f9b0ee278856,Any,3yr,NoUpfront,No Upfront,,,1
20597,2022-01-01,-11.2128,48.0,-11.2128,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 951798342590 and UsageSku : K69TGQ7NEKQKXKHH,SavingsPlanNegation,RunInstances,9517983425912,OnDemand,APS1-BoxUsage:t2.xlarge,Hrs,,,,,t2.xlarge,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,ap-southeast-1,,,,,,,2022-12-06T00:15:59.000Z,2019-12-07T00:16:00.000Z,arn:aws:savingsplans::116462199383:savingsplan/1befbaa5-32d2-4a67-abd1-a9b1b87c0754,Any,3yr,PartialUpfront,Partial Upfront,,,1
20611,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - US West (Northern California),SavingsPlanCoveredUsage,Invoke,4882129883448,OnDemand,USW1-Request,Request,,,,,,,,Serverless,AWS Lambda,us-west-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
20621,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 433785495828 and UsageSku : ZW6UHD4Q6EPUCZWU,SavingsPlanNegation,Invoke,433785495828,OnDemand,APS2-Request,Request,,,,,,,,Serverless,AWS Lambda,ap-southeast-2,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
20623,2022-01-01,1.33938e-05,0.803625,1.33938e-05,1.33938e-05,,,,,,,,,,,,1.18133e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - Canada (Central),SavingsPlanCoveredUsage,Invoke,148261448721,OnDemand,CAN1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ca-central-1,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
20654,2022-01-01,0.0004037715,24.22625,0.0004037715,0.0004037715,,,,,,,,,,,,0.0003561261,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - US East (Northern Virginia),SavingsPlanCoveredUsage,Invoke,2512948183092,OnDemand,Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,us-east-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
20658,2022-01-01,1.05792e-05,0.63475,1.05792e-05,1.05792e-05,,,,,,,,,,,,9.3308e-06,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - EU (London),SavingsPlanCoveredUsage,Invoke,294217464971,OnDemand,EUW2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,eu-west-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
20684,2022-01-01,-1.20375e-05,0.72224856,-1.20375e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 189919120486 and UsageSku : FSYUV9NMNDEXRJ5H,SavingsPlanNegation,Invoke,1899191212486,OnDemand,APN1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,ap-northeast-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
20707,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 536941120138 and UsageSku : B5V2RNHAWGVJBZD3,SavingsPlanNegation,Invoke,5369411212138,OnDemand,EU-Request,Requests,,,,,,,,Serverless,AWS Lambda,eu-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
20720,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - EU (Paris),SavingsPlanCoveredUsage,Invoke,855441349427,OnDemand,EUW3-Request,Requests,,,,,,,,Serverless,AWS Lambda,eu-west-3,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
20775,2022-01-01,1.045e-05,0.627,1.045e-05,1.045e-05,,,,,,,,,,,,9.405e-06,,0.0,,AWS,116462199383,USD 0.0000166667per Lambda-GB-Second for Lambda-GB-Second in Asia Pacific (Osaka),SavingsPlanCoveredUsage,Invoke,3121526146914,OnDemand,APN3-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-northeast-3,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
20777,2022-01-01,-1.62084e-05,0.97250205,-1.62084e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 740179270496 and UsageSku : 7N49FRQMXS49C2QS,SavingsPlanNegation,Invoke,7412179270496,OnDemand,EUN1-Lambda-GB-Second,Second,,,,,,,,Serverless,AWS Lambda,eu-north-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
20791,2022-01-01,-1.14729e-05,0.6883726199999999,-1.14729e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 120776984343 and UsageSku : AW8K7Q9ZMMBBP9W6,SavingsPlanNegation,Invoke,1212776984343,OnDemand,APN2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-northeast-2,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
20803,2022-01-01,0.0,86.75,0.0,4.1640000000000015,2.4290000000000007,,0.0,,,2.4290000000000007,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), t3.nano reserved instance applied",DiscountedUsage,RunInstances,343989171773,Reserved,EUC1-BoxUsage:t3.medium,Hrs,No Upfront,convertible,,,t3.medium,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,eu-central-1,,,,arn:aws:ec2:eu-central-1:116462199383:reserved-instances/4d74df61-2b7e-493a-b231-7509178977b1,,2891335996.0,,,,,,No Upfront,,,,1
20805,2022-01-01,0.0,10.0,0.0,0.1039999999999999,0.0519999999999999,,0.0,,,0.0519999999999999,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), t3.nano reserved instance applied",DiscountedUsage,RunInstances,7866457127235,Reserved,USE2-BoxUsage:t3.micro,Hrs,No Upfront,convertible,,,t3.micro,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-east-2,,,,arn:aws:ec2:us-east-2:116462199383:reserved-instances/633de361-7f71-4f1d-8439-243381cb35e3,,4240768084.0,,,,,,No Upfront,,,,1
20821,2022-01-01,1.02729e-05,0.616375,1.02729e-05,1.02729e-05,,,,,,,,,,,,9.0607e-06,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - US East (Ohio),SavingsPlanCoveredUsage,Invoke,1129742572263,OnDemand,USE2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,us-east-2,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
20828,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 900772910812 and UsageSku : YY4C5XTAZNQPB6J6,SavingsPlanNegation,Invoke,9120772910812,OnDemand,USW1-Request,Request,,,,,,,,Serverless,AWS Lambda,us-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
20860,2022-01-01,-1.13542e-05,0.68125064,-1.13542e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 224759719056 and UsageSku : KS26AK5FJMDYPXSF,SavingsPlanNegation,Invoke,2247597191256,OnDemand,CAN1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ca-central-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
20866,2022-01-01,-3.05355e-05,1.83212634,-3.05355e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 086184781263 and UsageSku : S4ZKFHQ6B28FBYVW,SavingsPlanNegation,Invoke,1286184781263,OnDemand,EUC1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,eu-central-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
20897,2022-01-01,-9.4979e-06,0.56987286,-9.4979e-06,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 051257627650 and UsageSku : KS26AK5FJMDYPXSF,SavingsPlanNegation,Invoke,1251257627650,OnDemand,CAN1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ca-central-1,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
20909,2022-01-01,0.5952,48.0,0.5952,0.5952,,,,,,,,,,,,0.2687999999999998,,0.1021439999999999,,AWS,116462199383,$0.0124 per On Demand Linux t2.micro Instance Hour,SavingsPlanCoveredUsage,RunInstances,883231118588,OnDemand,APS3-BoxUsage:t2.micro,Hrs,,,,,t2.micro,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,ap-south-1,,,,,,,2022-12-06T00:15:59.000Z,2019-12-07T00:16:00.000Z,arn:aws:savingsplans::116462199383:savingsplan/1befbaa5-32d2-4a67-abd1-a9b1b87c0754,Any,3yr,PartialUpfront,Partial Upfront,,,1
20918,2022-01-01,-1.63063e-05,0.97837604,-1.63063e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 442176493946 and UsageSku : 4NX7CSSF3DVPXWBT,SavingsPlanNegation,Invoke,442176493946,OnDemand,APS2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-southeast-2,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
20920,2022-01-01,-1.86828e-05,0.95724797,-1.86828e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 050224527203 and UsageSku : SWU8SVYB8U6S2RXR,SavingsPlanNegation,Invoke,1250224527203,OnDemand,EUS1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,eu-south-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
20944,2022-01-01,0.0,69.0,0.0,8.280000000000003,4.26655221,,4.26655221,,,0.0,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied",DiscountedUsage,RunInstances,1216345166458,Reserved,APS2-BoxUsage:m5.large,Hrs,All Upfront,convertible,,,m5.large,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,ap-southeast-2,,,,arn:aws:ec2:ap-southeast-2:116462199383:reserved-instances/1e576711-c48b-41ef-9a54-683a78177532,,2873996436.0,,,,,,All Upfront,,,,1
20945,2022-01-01,-0.2975999999999999,6.0,-0.2975999999999999,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 391815141741 and UsageSku : WUBJ9UB3Q9FCFGD4,SavingsPlanNegation,RunInstances,391815141741,OnDemand,USW1-BoxUsage:t3.medium,Hrs,,,,,t3.medium,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-1,,,,,,,2024-10-29T06:54:45.000Z,2021-10-30T06:54:46.000Z,arn:aws:savingsplans::116462199383:savingsplan/43c7c19a-e792-4b16-b0cf-f9b0ee278856,Any,3yr,NoUpfront,No Upfront,,,1
20957,2022-01-01,1.62529e-05,0.8327499999999999,1.62529e-05,1.62529e-05,,,,,,,,,,,,1.46564e-05,,0.0,,AWS,116462199383,USD1.95172E-05 per seconds for Lambda-GB-Second in EU (Milan),SavingsPlanCoveredUsage,Invoke,1786561512428,OnDemand,EUS1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,eu-south-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
20966,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - South America (Sao Paulo),SavingsPlanCoveredUsage,Invoke,138568926778,OnDemand,SAE1-Request,Request,,,,,,,,Serverless,AWS Lambda,sa-east-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
20995,2022-01-01,0.0,2.25,0.0,9.072,4.752,,0.0,,,4.752,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), r5.large reserved instance applied",DiscountedUsage,RunInstances,3121213811993,Reserved,USW2-BoxUsage:r5.16xlarge,Hrs,No Upfront,convertible,,,r5.16xlarge,Memory optimized,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,arn:aws:ec2:us-west-2:301213811993:reserved-instances/c1daea2a-fb43-4d5f-a6a1-4ff63c1b2940,,5391081832.0,,,,,,No Upfront,,,,1
20996,2022-01-01,-2.8098e-05,1.68587663,-2.8098e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 784897612422 and UsageSku : 46GNEXAQAPS9YGE2,SavingsPlanNegation,Invoke,784897612422,OnDemand,USW1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,us-west-1,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
21001,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 605100640213 and UsageSku : 7TZ969MZND3Z6HD7,SavingsPlanNegation,Invoke,6125100640213,OnDemand,SAE1-Request,Request,,,,,,,,Serverless,AWS Lambda,sa-east-1,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
21002,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 294217464971 and UsageSku : B5V2RNHAWGVJBZD3,SavingsPlanNegation,Invoke,294217464971,OnDemand,EU-Request,Requests,,,,,,,,Serverless,AWS Lambda,eu-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
21003,2022-01-01,0.0,4.0,0.1835074419999999,0.3327999999999999,0.1509893599999999,,0.1509893599999999,,,0.0,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), t3.nano reserved instance applied",DiscountedUsage,RunInstances,1554231232460,Reserved,USW2-BoxUsage:t3.large,Hrs,All Upfront,convertible,,,t3.large,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,arn:aws:ec2:us-west-2:116462199383:reserved-instances/140b628f-626e-4a9a-9181-8dfccb0deb0c,,5231127785.0,,,,,,All Upfront,,,,1
21005,2022-01-01,1.46563e-05,0.879375,1.46563e-05,1.46563e-05,,,,,,,,,,,,1.29268e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - Canada (Central),SavingsPlanCoveredUsage,Invoke,1206883648434,OnDemand,CAN1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ca-central-1,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
21021,2022-01-01,-1.87084e-05,1.12250175,-1.87084e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 715847814124 and UsageSku : FSYUV9NMNDEXRJ5H,SavingsPlanNegation,Invoke,715847814124,OnDemand,APN1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,ap-northeast-1,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
21022,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 953855188032 and UsageSku : NFXH9EUGP7BUPE4A,SavingsPlanNegation,Invoke,9538551881232,OnDemand,APN2-Request,Requests,,,,,,,,Serverless,AWS Lambda,ap-northeast-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
21025,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 697801908972 and UsageSku : B5V2RNHAWGVJBZD3,SavingsPlanNegation,Invoke,6978121908972,OnDemand,EU-Request,Requests,,,,,,,,Serverless,AWS Lambda,eu-west-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
21030,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - Asia Pacific (Singapore),SavingsPlanCoveredUsage,Invoke,1441279024485,OnDemand,APS1-Request,Requests,,,,,,,,Serverless,AWS Lambda,ap-southeast-1,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
21038,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - US West (Northern California),SavingsPlanCoveredUsage,Invoke,6120030878853,OnDemand,USW1-Request,Request,,,,,,,,Serverless,AWS Lambda,us-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
21045,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - Asia Pacific (Sydney),SavingsPlanCoveredUsage,Invoke,1286046129624,OnDemand,APS2-Request,Request,,,,,,,,Serverless,AWS Lambda,ap-southeast-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
